slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2020/x/scratch,58478973,johnteeotit,,https://github.com/me50/johnteeotit/tree/2fb69b64b45b52c56b44d527dc5895d048c93e58,"Tue, 21 Apr 2020 02:23:57PM WAT",7,8,
